y_value	y_true_value	y_label
-11.598962	-11.827732	0
-11.774320	-11.610341	0
-11.675558	-11.878679	0
-11.831305	-11.884830	0
-12.364010	-12.395823	0
-12.187914	-11.416068	0
-12.046997	-11.988216	0
-11.421820	-11.423656	0
-11.560793	-12.588262	0
-12.031651	-13.422897	1
-12.041729	-12.920406	0
-12.120361	-11.903091	0
-11.700953	-11.454041	0
-11.422381	-11.712439	0
-11.760414	-11.978400	0
-11.744466	-11.850182	0
-11.080671	-11.681377	0
-12.643640	-12.297873	0
-11.899940	-12.133451	1
-12.319985	-11.996500	0
-13.071633	-12.133451	0
-12.030989	-11.937706	0
-12.119594	-11.379799	0
-11.579719	-11.187435	0
-12.421867	-11.268835	1
-12.178385	-10.600930	1
-11.657675	-11.496045	1
-11.380398	-11.605128	0
-11.634364	-11.398921	0
-12.919172	-11.668599	1
-11.126001	-12.067297	1
-12.158090	-12.298064	0
-11.584249	-12.902651	0
-11.342470	-11.451305	0
-11.700335	-11.627565	1
-11.817079	-11.488299	1
-11.757469	-11.489911	0
-11.831797	-11.918351	1
-12.081855	-11.801375	1
-11.352426	-11.437538	1
-11.025119	-12.069076	1
-11.359289	-13.269146	0
-11.352185	-11.167259	1
-11.217336	-11.167259	1
-12.151479	-11.250204	1
-11.458652	-11.250204	0
-11.063218	-12.097221	0
-10.879339	-10.733307	0
-13.143067	-12.639184	1
-11.785836	-10.966168	1
-11.495943	-11.622821	0
-11.959528	-12.057708	0
-11.762543	-11.911144	0
-11.612980	-12.256844	0
-11.849418	-11.807453	0
-12.129539	-11.985097	1
-13.028848	-12.118336	1
-11.845898	-12.233906	1
-12.012893	-12.063016	1
-12.128247	-12.152689	1
-12.327649	-12.223043	1
-11.662101	-11.500435	0
-11.776251	-12.281563	0
-12.394600	-12.763998	0
-11.451162	-11.451066	0
-11.801100	-12.183580	0
-11.651149	-12.218598	1
-11.634179	-12.124876	0
-11.450734	-11.999702	0
-9.430064	-12.218192	1
-12.252357	-12.134015	1
-11.869129	-12.356583	1
-11.890005	-11.932710	0
-11.381263	-11.428374	1
-11.204061	-11.392732	0
-11.398182	-11.481388	1
-11.182805	-11.397270	0
-10.777368	-11.067504	0
-12.268870	-12.518783	1
-11.525995	-11.176741	0
-12.341056	-11.351782	1
-11.505419	-11.506260	0
-11.790348	-11.530439	1
-12.196083	-11.456581	1
-11.977360	-11.759525	1
-11.634828	-11.640213	1
-12.056175	-11.640213	1
-13.008718	-12.617779	0
-11.774814	-12.106977	1
-11.811972	-11.920936	0
-12.544792	-12.586076	1
-11.396642	-11.614113	1
-11.923234	-11.862923	0
-12.102029	-12.258869	0
-11.637127	-11.907138	1
-10.684076	-11.760807	0
-11.429838	-11.697156	0
-10.626951	-11.402715	1
-11.641971	-12.480772	1
-12.093154	-12.266342	1
-13.029551	-13.163309	1
-12.337209	-12.138081	0
-11.174706	-10.969027	0
-12.410849	-12.363153	0
-10.621518	-10.640371	1
-12.776427	-12.315987	0
-11.497507	-12.636995	0
-12.137779	-12.507048	1
-11.964710	-11.903271	1
-11.692061	-11.916980	0
-10.888927	-11.223013	0
-10.879283	-11.152726	0
-11.940237	-12.120458	0
-12.009972	-11.882132	0
-11.619083	-12.377076	1
-11.676483	-11.840071	1
-11.850808	-11.816971	1
-11.717414	-11.936086	0
-12.375703	-12.171318	0
-12.406697	-11.572701	0
-11.932150	-11.968001	0
-11.153733	-11.422983	1
-12.164084	-12.114928	0
-10.671241	-11.539843	0
-11.527978	-12.037200	0
-11.829278	-11.499053	0
-11.982849	-12.225879	0
-12.410807	-12.383426	1
-12.129333	-12.377518	0
-11.357863	-11.069203	0
-10.880069	-12.577734	1
-11.965904	-12.590556	1
-11.962958	-11.834402	0
-11.322671	-10.995446	0
-11.535248	-11.875161	0
-11.749870	-11.838553	0
-11.410381	-12.043866	0
-11.600780	-11.874517	0
-13.461805	-13.073825	0
-12.302996	-12.290640	0
-11.762796	-12.005585	0
-12.218235	-11.744822	0
-11.467164	-11.397097	0
-12.276210	-11.407224	0
-12.039209	-11.125967	0
-12.164701	-10.992997	0
-12.420497	-11.155244	0
-11.772635	-11.470314	0
-12.520861	-12.503016	1
-12.138512	-11.906324	1
-12.150986	-11.817418	0
-11.614841	-12.046721	0
-11.547661	-10.841714	0
-12.085962	-10.841714	1
-12.133239	-11.970141	1
-12.040047	-12.244941	0
-12.176208	-12.244941	0
-11.953990	-11.608331	0
-12.050353	-11.917388	0
-12.100916	-12.178710	0
-11.807674	-11.089572	1
-13.230041	-11.947330	0
-12.546391	-12.651908	0
-12.242501	-12.068436	0
-12.206195	-12.118123	0
-11.118935	-11.057857	0
-11.624784	-11.057857	0
-11.953385	-11.766393	0
-12.283776	-11.263126	0
-11.317076	-11.804675	0
-11.367149	-11.452904	1
-11.854128	-11.622910	0
-11.340525	-11.365051	0
-11.999062	-10.616068	1
-12.025230	-11.622910	1
-11.582188	-11.459692	0
-12.084579	-12.286292	0
-11.655625	-11.731773	0
-11.734502	-12.308867	0
-11.830646	-11.687544	0
-11.825350	-11.938044	0
-11.917139	-11.511159	0
-12.186807	-12.109813	0
-11.918446	-12.289191	0
-11.935605	-12.243309	0
-12.325896	-12.132012	0
-12.194923	-12.546289	0
-12.218304	-12.243309	0
-12.340288	-13.264517	1
-11.615962	-12.492509	0
-12.375208	-12.725580	0
-12.251518	-11.783343	0
-12.349099	-11.832669	0
-12.329227	-12.271705	0
-12.154212	-12.256258	1
-10.791930	-10.930929	1
-11.185755	-11.770661	0
-11.070299	-10.937616	0
-11.872995	-11.434422	1
-11.106525	-11.047639	1
-12.060041	-11.854858	1
-12.558981	-11.674234	0
-12.051652	-12.246175	0
-11.819198	-12.336342	0
-11.436634	-11.674234	0
-10.956532	-10.367439	0
-11.674829	-12.021865	0
-11.988306	-11.624515	0
-11.370577	-11.563809	0
-11.982721	-11.795610	0
-11.934500	-10.854954	0
-12.380212	-12.142908	0
-12.901114	-11.872460	0
-11.983798	-11.803305	0
-11.211438	-11.632895	0
-13.146871	-11.803305	0
-11.699573	-11.619602	0
-11.500813	-11.505559	0
-11.403807	-12.106188	0
-11.384420	-11.505559	0
-11.517953	-11.327796	1
-11.319396	-12.342634	0
-11.463690	-11.505559	0
-12.084997	-11.814152	1
-11.198310	-11.331711	0
-11.802794	-11.331711	1
-11.546481	-11.598591	0
-11.490775	-11.943511	0
-11.545296	-12.201280	1
-13.716597	-12.611061	0
-12.162202	-12.149975	0
-10.778530	-12.149975	0
-13.248591	-12.200423	0
-12.378880	-13.013952	1
-12.095709	-12.267758	0
-11.624610	-11.543443	0
-10.695318	-11.448385	0
-11.763494	-12.205548	1
-11.987585	-12.205548	0
-11.116940	-10.995629	0
-11.821936	-11.434084	0
-12.497271	-11.649456	0
-12.242654	-11.824445	1
-12.121911	-11.923090	0
-12.599225	-12.262778	0
-12.627264	-11.424803	0
-11.528642	-11.240861	1
-11.886622	-11.705708	0
-12.040070	-11.096105	0
-12.756235	-11.096105	1
-11.757498	-11.658309	1
-11.947550	-11.658309	0
-11.900278	-11.186176	0
-11.637032	-11.820764	0
-12.493159	-11.567278	1
-11.583102	-11.794446	1
-11.620504	-12.029229	1
-12.815805	-12.295136	1
-12.544349	-12.433015	1
-11.569944	-11.641862	0
-11.555332	-12.002322	1
-11.996580	-10.562877	0
-11.873739	-10.633673	0
-11.885828	-11.961013	0
-11.717346	-11.307922	0
-11.798738	-11.448267	0
-11.662414	-11.580554	0
-12.029822	-11.421140	0
-11.838700	-11.649709	0
-11.560455	-10.906948	0
-11.434515	-10.474337	0
-11.657308	-12.453020	0
-12.127592	-12.191944	0
-11.940237	-11.958580	0
-11.610596	-11.556052	0
-11.882005	-11.448677	0
-12.088699	-12.182615	0
-11.341839	-11.857907	0
-11.797453	-11.673162	0
-12.204814	-11.783290	0
-11.999328	-11.797582	0
-12.278120	-12.273426	0
-11.694425	-11.249516	0
-11.870729	-11.936904	0
-11.585838	-11.507857	1
-11.849619	-11.973196	1
-11.832564	-11.478049	0
-11.532574	-11.484398	1
-12.161447	-12.353481	0
-12.135206	-12.826656	0
-11.590149	-11.761111	0
-12.278979	-12.153738	0
-11.853017	-11.986058	0
-11.936898	-12.051638	0
-12.121920	-12.196190	0
-11.958196	-11.874515	0
-11.689699	-11.860764	0
-11.634505	-11.736418	0
-11.919091	-11.850878	0
-12.101540	-12.114602	0
-11.928705	-12.248915	0
-12.062648	-11.865888	0
-11.548808	-12.010806	0
-12.226410	-11.860764	0
-12.206859	-11.870059	0
-12.462184	-11.916795	0
-11.456753	-10.460896	1
-11.867526	-12.274266	0
-11.398540	-10.628672	0
-11.400820	-11.517521	0
-12.506935	-11.263872	0
-12.173417	-12.141786	0
-11.521786	-11.849092	0
-11.366212	-10.891697	0
-11.460834	-10.891697	0
-12.410018	-11.567683	0
-12.198091	-11.277457	0
-11.191047	-11.366702	0
-11.439393	-12.231507	0
-11.652123	-12.231507	0
-12.319260	-12.231507	0
-12.978498	-11.103279	0
-11.778859	-12.274567	0
-12.106299	-12.333398	0
-11.731346	-12.091789	0
-12.468852	-12.172962	0
-11.774202	-11.900062	0
-11.262664	-11.873691	0
-12.312864	-11.058080	1
-12.034552	-11.472291	1
-11.741526	-11.433219	0
-12.452255	-12.173859	0
-10.416722	-11.239737	0
-12.369389	-11.851655	0
-12.017927	-11.860497	0
-12.683398	-12.408384	0
-11.604295	-12.714862	0
-12.061446	-12.220424	0
-12.732599	-12.724500	0
-11.627899	-12.714862	0
-12.472892	-11.949483	0
-12.424873	-12.250894	0
-11.579145	-12.190688	0
-12.432941	-12.530696	0
-12.117501	-11.866378	0
-11.794522	-11.252348	0
-12.160536	-12.060435	0
-11.646210	-11.878496	0
-11.895129	-12.250626	0
-12.236532	-10.863774	0
-12.867565	-12.126019	1
-12.023537	-11.791210	0
-12.065952	-12.650698	0
-10.253438	-10.224495	0
-11.032211	-10.827779	0
-11.493730	-11.791210	0
-12.836539	-12.650698	0
-13.093946	-12.650698	0
-11.952849	-12.126638	0
-11.262312	-10.224495	0
-11.478831	-11.904351	0
-12.091315	-12.098526	0
-10.941761	-12.242188	0
-11.768600	-12.242188	1
-13.354294	-12.048563	0
-11.556714	-11.340022	1
-12.809662	-12.500118	0
-12.018983	-12.032607	0
-11.841374	-11.895875	0
-11.892393	-11.603405	0
-10.399113	-10.709743	0
-13.039007	-13.328214	0
-11.880341	-12.524804	0
-11.721673	-11.582152	0
-11.944844	-11.791476	0
-12.046827	-11.560623	0
-11.091818	-11.334429	0
-11.783704	-12.228192	0
-12.543897	-12.360898	0
-11.866109	-12.159808	0
-12.029700	-12.228192	0
-12.610980	-12.684087	0
-12.498460	-12.139362	0
-12.404452	-11.961656	0
-12.733980	-12.139362	0
-12.057371	-10.767487	0
-10.992603	-12.033401	0
-12.170025	-12.432124	0
-11.876081	-12.306434	0
-11.910431	-12.306434	0
-11.916134	-11.781911	1
-10.900515	-11.589522	0
-11.590937	-11.781911	0
-10.342762	-11.962909	0
-12.137684	-12.284363	0
-11.186591	-11.443805	0
-11.352309	-11.671663	0
-12.569819	-11.883783	0
-11.185278	-10.469672	1
-11.616561	-11.768193	1
-11.646736	-11.712841	0
-12.152416	-11.773797	0
-12.260066	-11.958522	0
-11.982345	-11.893788	0
-12.036444	-11.678698	0
-12.140768	-12.049353	0
-11.957812	-11.674781	0
-11.772366	-12.508997	0
-11.502093	-12.508997	0
-11.792983	-11.686092	0
-12.398760	-12.253104	0
-11.820572	-12.049353	0
-12.212637	-12.215967	0
-12.468344	-11.819210	0
-11.454370	-10.777500	0
-11.730603	-11.986963	0
-12.219312	-11.985059	0
-12.256598	-11.979482	0
-10.798451	-11.039351	0
-11.421407	-11.663511	0
-10.974469	-10.788355	0
-11.536938	-12.025077	0
-11.968967	-12.039889	0
-11.871304	-11.576117	0
-11.712317	-11.576117	0
-11.628845	-11.511032	0
-11.069862	-11.268878	0
-12.084056	-12.087365	0
-12.392599	-12.422184	0
-12.101199	-12.422184	0
-11.922660	-11.926252	0
-11.966682	-11.926252	0
-12.191993	-12.558008	0
-12.347945	-12.288119	0
-12.035597	-12.022387	0
-12.412524	-12.209370	0
-11.431037	-12.138295	1
-11.486329	-11.933524	0
-11.054792	-12.073270	0
-11.370277	-11.148235	0
-11.627793	-11.695715	0
-11.817719	-11.695715	0
-12.385110	-11.858852	0
-12.382146	-12.279285	0
-12.254718	-12.279285	0
-11.912869	-12.244483	0
-12.291563	-11.927430	0
-12.583438	-11.927430	0
-11.798341	-11.889388	0
-11.956881	-11.808861	1
-11.954027	-12.640394	0
-12.451332	-12.243008	1
-11.986742	-11.724825	1
-12.065176	-12.243008	1
-12.193197	-12.531075	0
-12.152895	-11.534988	0
-12.011174	-12.135680	0
-12.280436	-11.534805	0
-11.815242	-11.856278	0
-11.514927	-12.394557	0
-11.777329	-12.675807	0
-10.951723	-12.009764	0
-12.886943	-13.519051	0
-11.721504	-12.728796	0
-11.941808	-12.728796	0
-12.109954	-12.063939	0
-11.486372	-11.683288	0
-11.944489	-12.013872	0
-11.211746	-11.778270	0
-12.104603	-11.941751	0
-11.275202	-11.700415	0
-11.936823	-13.296310	1
-10.157223	-10.385273	0
-11.258017	-10.385273	0
-10.541022	-11.749232	0
-11.389642	-10.385273	0
-11.591737	-11.479531	0
-12.525353	-12.255409	0
-11.333604	-12.282126	0
-11.614944	-12.219035	0
-11.387360	-11.340903	0
-12.687969	-11.910516	0
-12.402402	-11.910516	0
-11.241635	-11.110762	0
-11.115172	-11.110762	0
-11.164655	-11.414247	0
-12.244854	-12.409226	1
-11.808002	-12.409226	0
-12.008924	-11.870216	1
-10.664509	-11.668898	0
-11.420498	-10.652928	0
-11.820412	-11.322695	0
-12.100737	-11.675440	0
-11.715958	-12.010175	1
-11.702235	-12.098781	0
-11.567753	-12.760936	0
-12.172587	-11.838266	0
-12.665259	-12.193848	0
-12.541227	-12.193848	0
-10.748751	-11.154880	0
-10.765178	-10.549047	0
-11.289955	-11.264365	0
-11.924821	-11.106642	0
-11.641274	-11.731471	1
-11.635503	-11.628204	0
-11.626075	-11.125523	0
-11.378550	-11.900352	0
-11.071619	-11.731471	0
-11.878876	-11.439330	0
-12.008832	-12.416491	1
-12.034784	-11.959207	0
-11.585204	-12.092018	1
-11.691896	-12.092018	0
-11.826437	-11.719528	0
-12.012931	-12.254120	0
-10.333721	-11.630137	0
-11.178740	-11.630137	0
-12.450716	-12.376168	1
-11.232349	-11.564230	0
-11.440654	-11.564230	0
-11.764446	-11.785578	0
-11.674971	-11.999534	0
-11.732223	-12.482959	0
-11.982421	-12.110269	0
-12.583065	-12.304474	1
-12.102368	-12.162425	0
-11.749561	-12.162425	0
-12.446758	-11.447165	0
-13.283108	-11.120636	0
-11.426588	-11.995182	0
-11.029702	-11.467607	0
-11.511159	-11.467607	0
-11.752078	-11.733721	0
-12.742106	-12.930239	0
-12.020885	-10.807222	0
-11.969052	-11.444937	0
-12.103510	-13.623095	0
-12.089257	-11.998421	0
-11.453089	-11.392267	0
-11.340116	-11.560914	0
-11.416321	-11.351491	0
-11.511026	-11.191042	0
-12.616394	-11.821534	0
-11.626431	-12.019609	0
-11.408691	-12.194528	0
-11.056763	-12.194528	0
-12.660496	-12.613698	0
-11.391829	-12.060995	0
-11.468884	-12.003542	1
-11.061442	-11.919267	0
-12.508906	-11.414126	0
-13.154138	-11.728645	1
-12.604329	-11.946145	0
-13.215260	-13.088186	1
-13.533943	-12.118917	0
-12.358576	-12.003242	0
-11.218647	-11.422391	0
-11.217336	-11.422391	0
-11.602206	-11.255811	0
-11.872292	-11.984684	0
-12.541802	-12.919639	0
-11.476927	-11.574122	0
-11.363905	-11.317265	0
-12.255400	-12.525592	0
-11.725372	-11.293042	0
-10.866723	-10.963580	1
-11.933579	-11.570284	0
-11.389816	-11.391540	0
-11.712858	-11.391540	0
-12.183615	-11.570284	0
-11.544330	-11.339943	0
-11.227242	-11.339943	0
-11.935334	-12.262683	0
-11.351758	-11.737897	0
-11.254772	-11.599721	0
-11.227121	-10.794431	0
-11.955764	-11.035945	0
-11.579211	-11.301591	0
-12.046377	-11.210043	1
-12.205705	-10.917625	0
-11.681515	-11.520777	0
-12.263129	-11.767185	0
-11.878999	-11.331713	1
-12.318456	-12.161135	0
-11.310392	-11.795508	0
-12.656216	-12.162055	0
-11.481860	-11.768318	0
-11.662551	-11.907276	0
-12.820291	-12.363411	0
-11.570673	-12.031829	0
-11.789961	-12.058896	0
-12.026221	-11.900335	0
-11.463810	-11.238769	0
-11.450373	-10.854577	0
-11.447098	-11.086814	0
-12.231258	-11.202917	0
-12.900453	-13.047550	0
-11.595682	-11.761281	0
-12.057436	-11.970136	0
-12.031199	-12.019957	0
-12.091925	-12.208183	0
-11.677297	-11.728429	0
-12.133037	-12.124793	1
-11.549397	-12.145277	1
-11.724049	-12.758910	1
-11.761180	-11.806795	0
-11.096720	-11.645229	0
-11.404780	-11.912927	0
-12.880511	-12.533404	0
-12.078799	-11.522154	0
-13.416827	-11.942498	0
-11.496973	-11.478597	0
-11.836231	-12.256526	0
-10.914342	-11.613575	0
-11.820172	-11.798393	0
-10.766814	-11.135923	0
-12.007525	-13.162850	0
-11.926946	-12.076845	1
-12.116239	-12.058811	0
-11.562070	-11.744061	0
-12.880348	-12.623752	0
-12.036654	-13.083378	0
-11.382010	-12.558960	1
-12.215879	-12.536407	1
-10.389004	-11.356112	1
-12.119519	-11.982918	0
-11.659769	-12.211413	0
-12.372986	-12.167162	0
-12.156337	-11.938444	0
-11.816987	-11.818902	0
-12.593837	-12.281171	0
-11.786639	-11.946475	0
-12.157073	-11.120210	0
-11.889027	-11.730798	0
-10.907783	-11.701486	0
-11.277349	-11.391401	0
-13.064186	-12.475807	0
-11.398844	-11.400270	0
-11.310115	-11.266969	0
-11.490166	-12.135190	0
