y_value	y_true_value	y_label
-12.798129	-12.408043	0
-11.052217	-11.086699	0
-11.515581	-11.819614	0
-12.170435	-12.386209	0
-12.568086	-11.540202	0
-12.209160	-11.593040	0
-11.981154	-11.951396	0
-12.063616	-11.750080	0
-12.830747	-13.583587	0
-11.887950	-11.514966	0
-11.937237	-12.803217	0
-11.843912	-11.753807	0
-12.208504	-13.583587	0
-11.851267	-12.091964	0
-12.078415	-12.091964	0
-11.775049	-10.927484	0
-11.757455	-11.062054	0
-10.995092	-11.253654	0
-12.717833	-13.583587	1
-12.830747	-13.583587	0
-12.539239	-11.934966	0
-11.590627	-11.525483	0
-12.208504	-13.583587	0
-12.222792	-12.535582	0
-11.900310	-11.675297	0
-11.684426	-11.443893	0
-12.065762	-11.824544	0
-11.908763	-11.906194	0
-12.076728	-11.717734	0
-11.745529	-11.663121	0
-12.190283	-12.152137	0
-11.573421	-11.952071	0
-11.476915	-11.746359	0
-11.763129	-11.930828	0
-11.369882	-11.384373	0
-12.029367	-11.817373	0
-11.666448	-12.152137	1
-11.477754	-11.431386	0
-11.822963	-11.534980	0
-11.752868	-11.839374	0
-11.743415	-11.384373	0
-11.447979	-11.537394	0
-11.710720	-12.042135	1
-11.783448	-12.330741	0
-11.697514	-12.278553	0
-12.937012	-11.984056	0
-12.061125	-11.984056	0
-11.711986	-11.863685	0
-12.290016	-12.210543	0
-12.450457	-11.984056	1
-12.356579	-12.077606	0
-12.218389	-12.027225	0
-11.848692	-12.253929	0
-12.580306	-12.325762	0
-12.509314	-12.501230	0
-13.823409	-11.744511	0
-11.992829	-12.328689	0
-11.516281	-12.140524	0
-11.543019	-12.140524	0
-12.328295	-11.932895	0
-12.699676	-13.008772	0
-12.260888	-12.140524	1
-11.306042	-12.140524	0
-11.943792	-11.739676	0
-12.499782	-12.166896	0
-11.542148	-12.166896	0
-11.775535	-11.787825	0
-11.703496	-11.748639	0
-12.086802	-12.811974	0
-12.566847	-12.540824	0
-11.384522	-11.832820	0
-12.622145	-12.562767	0
-12.305990	-12.788511	0
-11.194759	-11.144319	0
-11.848040	-10.209219	0
-11.120311	-11.582519	0
-11.559526	-11.582519	0
-10.663000	-11.417212	1
-11.172801	-11.687322	0
-11.658944	-12.705614	0
-11.620465	-11.420651	0
-12.020329	-11.740391	0
-11.858323	-11.787052	0
-12.153541	-12.146868	0
-12.139516	-11.359568	0
-12.303549	-11.142463	0
-11.923271	-12.002992	0
-12.451621	-12.606536	0
-11.852550	-13.003096	1
-12.303549	-11.142463	0
-11.954500	-12.246450	0
-11.801380	-12.605858	0
-12.028496	-12.399197	0
-12.195795	-11.441034	0
-11.788696	-11.940325	0
-12.261560	-11.817914	0
-12.220607	-11.817914	0
-11.700934	-11.703884	0
-11.311592	-11.923397	0
-11.902027	-11.923397	0
-11.954523	-11.543411	0
-11.749656	-12.045788	0
-11.965320	-11.637865	0
-12.119870	-11.967167	0
-11.443871	-11.458391	0
-11.229487	-11.041096	0
-11.120815	-11.088011	0
-11.540712	-11.614800	0
-11.705162	-11.408385	0
-11.296219	-11.120070	0
-11.031578	-11.490263	1
-11.179525	-11.388463	1
-11.090038	-11.313230	1
-10.973786	-11.086595	0
-11.525875	-11.061417	0
-12.149010	-11.469180	0
-11.686460	-11.770053	0
-12.299531	-11.421148	0
-11.356644	-11.250900	0
-12.057945	-11.061417	0
-11.182396	-11.254361	0
-11.282879	-11.469180	0
-11.001143	-11.120705	1
-10.832053	-11.048839	1
-11.897422	-12.363718	0
-11.133337	-11.931402	0
-12.283630	-12.003893	0
-12.040930	-12.159570	0
-11.965148	-12.517124	0
-11.040220	-11.083591	0
-11.447798	-11.774082	0
-11.319271	-11.740234	0
-11.674956	-11.802176	0
-12.423808	-11.180952	0
-12.185401	-11.994359	0
-11.821613	-11.911319	0
-11.405118	-10.793179	0
-12.260156	-12.163835	0
-12.620584	-11.180952	1
-11.792467	-11.180952	0
-11.393816	-12.796811	0
-11.241650	-11.761328	0
-11.679493	-11.900010	0
-11.866954	-12.400599	0
-12.254596	-12.249735	0
-12.341837	-11.574171	0
-12.379081	-11.574171	0
-12.999453	-12.339963	0
-12.034003	-11.486259	0
-11.229684	-10.773504	0
-12.268881	-12.070785	0
-12.167570	-12.376753	0
-13.059307	-12.884467	0
-12.113448	-12.453353	0
-12.328681	-12.556994	0
-12.126763	-12.081555	0
-12.615098	-12.449381	0
-11.807854	-11.662563	0
-10.830032	-10.719884	0
-11.774417	-11.079874	0
-12.075075	-12.675345	0
-12.492525	-12.738962	0
-12.373672	-11.482149	1
-13.226683	-12.243162	1
-11.683445	-11.482149	0
-13.442022	-13.618437	0
-10.972994	-10.719884	0
-11.819535	-12.388198	0
-11.863771	-11.412452	0
-12.010551	-11.777205	0
-12.070971	-11.619547	0
-11.755217	-11.895221	0
-12.986549	-12.153209	1
-11.146739	-11.424946	0
-10.914318	-11.487087	0
-11.911645	-11.487087	0
-11.879005	-12.153209	1
-12.269394	-11.871166	0
-11.096048	-9.854200	0
-12.677067	-11.885356	0
-11.145894	-10.570211	0
-11.351852	-12.227779	0
-11.491175	-11.877605	0
-11.616355	-11.117760	0
-11.710086	-12.045729	0
-11.636078	-11.138304	0
-11.789905	-12.415619	0
-11.022265	-10.842897	0
-12.194052	-11.887251	0
-11.446242	-11.272733	0
-12.015586	-11.386314	0
-12.086097	-11.958298	1
-11.588129	-11.662271	1
-11.262115	-11.958298	0
-11.906677	-11.662271	0
-12.086097	-11.958298	1
-11.738154	-11.958298	1
-11.588129	-11.662271	1
-12.537470	-12.241270	0
-12.554470	-12.462255	0
-12.034195	-11.842368	0
-12.209878	-11.842368	0
-11.991573	-11.428688	0
-11.757636	-11.637394	0
-11.391588	-12.930367	0
-11.422954	-11.179581	0
-11.779045	-11.408491	0
-12.515926	-12.535629	0
-12.370503	-11.619333	0
-12.507648	-11.619333	0
-12.717741	-13.397940	0
-11.431436	-12.430686	1
-12.075933	-11.637394	0
-12.599369	-11.981142	0
-11.612439	-11.608053	0
-11.980444	-12.520663	1
-11.672563	-11.838381	0
-12.046837	-12.507759	0
-11.118011	-10.383684	0
-11.121847	-11.619085	0
-12.343771	-12.203936	0
-11.910500	-12.507759	0
-12.606174	-13.397940	0
-12.342007	-12.430686	0
-11.809956	-12.034024	0
-11.512878	-12.930367	0
-13.460515	-12.355335	0
-11.307987	-11.055379	0
-11.464286	-11.883704	0
-11.228717	-10.019533	0
-11.389994	-12.469369	1
-10.773335	-10.910540	0
-11.547988	-12.105254	0
-11.840960	-11.994682	0
-11.874832	-10.683102	0
-11.847921	-12.025800	0
-12.204683	-12.268895	0
-12.352021	-12.454801	0
-12.096556	-13.124485	0
-11.871271	-11.535247	0
-10.718397	-10.683102	0
-12.546222	-12.454801	0
-12.412590	-12.385056	0
-12.464647	-12.718664	0
-12.032741	-12.667781	0
-12.717041	-12.116227	0
-12.235036	-12.116227	0
-10.955702	-11.836876	0
-12.783487	-13.509412	0
-12.382778	-12.105431	0
-12.231110	-11.937746	0
-11.961397	-11.836876	0
-12.091935	-11.955145	0
-11.308241	-13.015128	1
-11.406352	-12.116227	1
-12.454156	-12.398813	0
-12.043176	-11.927809	0
-12.072474	-12.346267	0
-12.076931	-12.093786	0
-11.656589	-11.841200	0
-12.329580	-12.129311	0
-12.731987	-11.952703	0
-11.892885	-12.233273	0
-11.617468	-12.140285	1
-12.005419	-12.293400	0
-13.052290	-12.604701	0
-11.436906	-11.982448	0
-11.893305	-10.905097	0
-12.191630	-12.598207	1
-11.237027	-11.993624	0
-11.710360	-12.027601	0
-10.460412	-11.937967	1
-13.408606	-13.329454	0
-11.745757	-12.628590	0
-11.869425	-11.447902	1
-11.783212	-11.447902	0
-12.335416	-12.313684	0
-11.030043	-10.543845	0
-12.286747	-12.381142	0
-12.013504	-12.186806	1
-11.770276	-11.007315	1
-11.657251	-11.908079	0
-11.976918	-11.332299	0
-10.962180	-11.473927	0
-11.589385	-12.496981	0
-11.882811	-12.345901	0
-12.471026	-12.626592	0
-11.007529	-11.921428	0
-12.025077	-12.215670	0
-10.473579	-12.704372	0
-11.716202	-11.957064	0
-11.850780	-12.024958	0
-11.973784	-13.268381	0
-11.810821	-11.681428	0
-12.009869	-13.253695	0
-11.230363	-12.516111	0
-12.450778	-13.301664	0
-11.583985	-11.105412	0
-11.339121	-12.192251	1
-11.689968	-10.574402	0
-11.487068	-10.574402	0
-11.824691	-10.849774	1
-11.446711	-10.574402	0
-12.200653	-12.293506	1
-11.093445	-11.570789	0
-11.367564	-11.903763	1
-11.372426	-11.682189	1
-12.735535	-11.266707	1
-11.726659	-12.293633	1
-11.385358	-11.906412	0
-12.157668	-10.979469	1
-12.769054	-12.557329	0
-12.018363	-12.306663	0
-11.124832	-11.568670	1
-11.193328	-11.137712	0
-11.242985	-11.472622	0
-11.881474	-12.161140	0
-11.338947	-11.086621	0
-13.589553	-12.357540	0
-12.004760	-12.199991	0
-11.804828	-11.469564	0
-11.551996	-11.975635	0
-12.008870	-11.414137	0
-11.849416	-11.423788	0
-11.800461	-11.871762	0
-11.769808	-11.556391	1
-11.773639	-12.198353	0
-11.237129	-11.309034	0
-11.765121	-11.291614	0
-12.294652	-12.761028	0
-12.201366	-12.213003	0
-12.078776	-12.103456	0
-11.697828	-11.882895	0
-11.452155	-11.515904	0
-11.527777	-11.839161	0
-10.893101	-11.132520	0
-11.616162	-11.398837	0
-11.442626	-11.512782	0
-12.260487	-11.848764	0
-11.776715	-11.535505	1
-11.689596	-11.405607	0
-11.271474	-11.405607	0
-11.775686	-11.608651	0
-12.149973	-11.668066	0
-11.372064	-11.668066	0
-11.897677	-11.175323	0
-11.044001	-11.398837	0
-12.182797	-11.817181	0
-11.945912	-12.865004	0
-11.447367	-10.888424	0
-11.739598	-11.600124	0
-12.644741	-11.600124	0
-12.202085	-12.070904	0
-12.152286	-12.424060	0
-12.157845	-12.049376	0
-12.105221	-11.645782	0
-12.495454	-11.600124	0
-12.006154	-12.049376	0
-12.338634	-12.458292	0
-11.936940	-11.837142	0
-11.938245	-11.556029	0
-12.653300	-12.471946	0
-13.338399	-12.787502	0
-12.211921	-11.861938	0
-12.817662	-12.667398	0
-12.337768	-12.095504	0
-12.196097	-11.972619	0
-11.883934	-11.319139	0
-11.983109	-11.704200	0
-12.062514	-11.858737	0
-12.461356	-12.226493	0
-12.383339	-11.497366	0
-12.618723	-11.498185	0
-11.666329	-11.263540	0
-12.480968	-11.856059	0
-12.683136	-12.075820	0
-11.942005	-11.341450	0
-12.004668	-11.495931	0
-11.480927	-11.706438	1
-12.083613	-11.557300	0
-11.823824	-11.997100	0
-11.887170	-12.143499	1
-11.634787	-11.687699	0
-11.645628	-11.954090	0
-11.658990	-11.341968	0
-12.905445	-12.501925	0
-12.152405	-11.909069	0
-12.203218	-12.310276	0
-13.394238	-12.968454	0
-11.930840	-12.151787	0
-12.304247	-12.267227	0
-13.386612	-11.935166	0
-11.852719	-11.692444	0
-12.295846	-11.935166	0
-12.302391	-12.371023	0
-11.564927	-11.366933	0
-12.098751	-12.140493	0
-12.495632	-12.227280	0
-12.306209	-12.376605	0
-12.568308	-12.145088	0
-11.901005	-11.669353	0
-11.949429	-12.447477	0
-11.381641	-11.570047	0
-12.529552	-11.618933	0
-11.923036	-12.089431	0
-11.677658	-11.323655	0
-12.296883	-11.997077	0
-11.420802	-11.692444	0
-11.984907	-11.848461	0
-11.942862	-11.870188	0
-12.126519	-11.870188	0
-11.889489	-12.403358	0
-11.247293	-12.235573	0
-11.559500	-12.235573	0
-11.848244	-11.172819	0
-11.413594	-11.669176	0
-12.317418	-12.423110	0
-12.119676	-12.423110	0
-11.744576	-12.001084	0
-11.570261	-13.012306	0
-12.317584	-12.782953	0
-11.837514	-12.782953	0
-11.807994	-11.280245	0
-11.784589	-11.729235	1
-11.627822	-11.746846	0
-11.561483	-11.746846	0
-12.058514	-11.451025	0
-12.874561	-11.731493	0
-11.203218	-11.435099	0
-11.427498	-11.451399	0
-11.773462	-11.732636	0
-11.675779	-11.575548	0
-12.132102	-12.587308	0
-12.286479	-11.883963	0
-12.481557	-11.883963	0
-11.960528	-11.872604	0
-12.140143	-11.812461	0
-12.787434	-12.397401	0
-11.788836	-11.662731	0
-11.844437	-12.035341	0
-12.535078	-12.946881	0
-11.193568	-11.513371	0
-12.492991	-12.834895	0
-13.003075	-12.964667	0
-12.924023	-12.817695	0
-11.492217	-12.144487	0
-12.539329	-12.159112	0
-11.589638	-11.259087	0
-12.805889	-11.607069	0
-12.487602	-11.304195	0
-11.510379	-11.137272	0
-12.815798	-11.607069	1
-11.795268	-11.137441	0
-11.781792	-11.422070	0
-11.461135	-11.161785	0
-10.925815	-11.082151	0
-12.933173	-12.417280	0
-11.563872	-11.161785	0
-11.556906	-11.387028	0
-12.879211	-12.096777	0
-11.737726	-10.776854	0
-12.021117	-11.768935	0
-11.917656	-11.158464	0
-12.011594	-11.102375	0
-12.299448	-11.887152	0
-12.411388	-12.666298	0
-11.350080	-12.930149	0
-11.565012	-12.930149	0
-12.423820	-12.579031	0
-12.259357	-12.001725	0
-12.681285	-13.409374	1
-12.759588	-13.409374	0
-12.292733	-11.922491	0
-12.369264	-12.343649	0
-11.528909	-11.236711	0
-11.637951	-11.701041	0
-12.470484	-11.879190	0
-11.835489	-12.057820	0
-11.706097	-13.163548	0
-11.503758	-11.198303	1
-12.820464	-11.486129	0
-11.623931	-11.198303	0
-12.053486	-12.665539	0
-11.447401	-11.849205	1
-12.059597	-12.391140	1
-12.020958	-12.483620	0
-11.462376	-11.265928	0
-11.018068	-11.265928	0
-10.964245	-11.455717	0
-11.233487	-11.603848	0
-11.207111	-10.353784	1
-12.123886	-11.901557	0
-12.160560	-11.977504	0
-11.853713	-10.870476	0
-11.770514	-11.541569	0
-11.807372	-11.559041	0
-11.449419	-11.868628	0
-11.909905	-12.742814	0
-11.033530	-11.530396	1
-10.947922	-13.011804	0
-12.448106	-11.979465	0
-11.768014	-13.016047	0
-11.844426	-12.044316	0
-12.671908	-12.095885	0
-11.562766	-12.003153	0
-11.605248	-12.003153	0
-11.944997	-12.090855	0
-12.124452	-12.245613	0
-12.137228	-11.356479	0
-11.984218	-11.633111	0
-10.824492	-11.405394	0
-12.007200	-11.356479	0
-12.394150	-11.648129	0
-11.727319	-12.096081	0
-11.569605	-11.674449	0
-11.848235	-11.649231	0
-11.342512	-11.283645	0
-10.621001	-10.677438	0
-10.161002	-10.429914	0
-11.013636	-10.429914	0
-12.098673	-11.919852	0
-12.397761	-11.792914	0
-11.034799	-11.318274	0
-12.623143	-12.058824	0
-12.112982	-11.849562	0
-10.985416	-10.429914	0
-11.512816	-11.573336	0
-11.435469	-11.573336	0
-11.453484	-11.686154	0
-11.625874	-11.686154	0
-12.107722	-12.719122	1
-12.117483	-12.513453	0
-13.818939	-11.730784	0
-12.447694	-12.453951	0
-11.292889	-12.548037	0
-10.900790	-11.506801	0
-11.769371	-10.694407	0
-11.322785	-11.382841	0
-11.586138	-11.382841	0
-11.682992	-11.425485	0
-11.645622	-12.160578	0
-12.072957	-12.132792	0
-12.302645	-12.134686	0
-11.931964	-12.033324	0
-11.607772	-11.967792	0
-12.309543	-11.102589	0
-12.525133	-11.700005	0
-11.567301	-11.647284	0
-12.176712	-12.635172	0
-11.389747	-11.945662	0
-12.427388	-11.020450	0
-12.863114	-12.185148	1
-11.135820	-11.654058	0
-11.661407	-11.936316	0
-11.633703	-11.936316	0
-11.288216	-12.073405	0
-11.527495	-12.311208	0
-12.162421	-12.271281	0
-11.691556	-11.928884	0
-11.321842	-11.959970	0
-11.135742	-11.087068	0
-12.506391	-11.045925	0
-11.510060	-12.301237	1
-11.693924	-12.365188	0
-10.653021	-11.757366	0
-10.734989	-11.757366	0
-12.074756	-11.891118	0
-10.277686	-11.757366	0
-11.534926	-11.479492	0
-11.995241	-11.866364	0
-12.646736	-12.570464	0
-12.267457	-12.381844	0
-12.055369	-12.381844	0
-12.102334	-12.519551	0
-12.211566	-11.746917	0
-12.529929	-11.836918	0
-12.157307	-12.431093	0
-12.038731	-12.161916	0
-12.683216	-12.877678	1
-10.955484	-12.200657	0
-12.375916	-12.697125	0
-12.377973	-12.760282	0
-11.385675	-12.833689	0
-11.921756	-12.058625	0
-12.165604	-12.315396	0
-12.276071	-12.708785	0
-11.738158	-12.600485	0
-10.997806	-10.801016	0
-12.282959	-13.010558	0
-12.255766	-11.627837	0
-11.058605	-12.333708	0
-12.787642	-12.333708	0
-11.329567	-11.627837	0
-12.891446	-11.916508	0
-12.420553	-11.916508	0
-12.501848	-11.627837	0
-11.371264	-12.006148	1
-11.413295	-12.068023	0
-11.726142	-11.942808	0
-11.886523	-11.362358	0
-12.675560	-12.363866	0
-12.152445	-12.410577	0
-12.054838	-12.123143	0
-11.993288	-11.642774	0
-12.816305	-12.207620	0
-11.470299	-11.719010	0
-11.703170	-12.417089	0
-12.156740	-11.916101	0
-12.252640	-12.251104	0
-11.590709	-11.740580	1
-12.198582	-12.983049	0
-12.382724	-12.383231	0
-12.099344	-11.844225	0
-11.442104	-11.067529	0
-11.767691	-11.067529	0
-11.435722	-12.425365	0
-12.106565	-12.684234	0
-11.863483	-11.800935	0
-12.682682	-12.270176	0
-11.508226	-11.368123	0
-11.963106	-12.428920	0
-11.399128	-11.869785	0
-11.485649	-10.758982	0
-12.199881	-12.267690	1
-10.872391	-11.021390	0
-11.997482	-12.071472	0
-11.492215	-11.369584	0
-12.238808	-11.938921	0
-11.977045	-11.222763	0
-11.799331	-11.629624	0
-12.128124	-12.240688	0
-11.084201	-13.044771	0
-12.104493	-12.448236	0
-12.860657	-11.446831	0
-11.903056	-11.322351	0
-10.894794	-10.956184	0
-11.705848	-11.638550	0
-11.423761	-11.235322	0
-11.005199	-10.927177	0
-10.827265	-10.927177	0
-10.874773	-10.927177	0
-11.456903	-11.475285	0
-11.883244	-11.535027	0
-11.189955	-11.116294	0
-11.673279	-11.409023	0
-11.044214	-10.848109	1
-11.639991	-11.537246	0
-11.416331	-11.135561	0
-11.094748	-10.487168	0
-11.360071	-10.311313	0
-11.860331	-12.466887	0
-11.841275	-12.328000	0
-11.778698	-11.112721	1
-10.906087	-11.096756	0
-12.068582	-11.170445	0
-10.934763	-12.121437	0
-10.997409	-11.304175	0
-11.628651	-11.648523	0
-11.996541	-12.069971	0
-11.632020	-11.203349	0
-11.607035	-11.328791	0
-11.288837	-11.406502	0
-11.634469	-11.406502	0
-12.040984	-12.069971	0
-12.599879	-12.355323	0
-11.875498	-11.957553	0
-11.556519	-11.406502	0
-10.386668	-10.875513	0
-11.038133	-11.337469	0
-11.198543	-11.725673	0
-11.796153	-11.114721	0
-10.697041	-10.272999	0
-11.204858	-11.505481	0
-11.699450	-10.877285	0
-11.567858	-11.153197	0
-11.745899	-11.465208	0
-12.113227	-13.223732	0
-11.920089	-11.438660	0
-11.401703	-11.124965	0
-11.933959	-11.786490	0
-11.690365	-11.883916	0
-10.983795	-13.875399	1
-11.358789	-10.921863	0
-12.169673	-11.556502	0
-12.082280	-11.510574	0
-11.812423	-11.965269	0
-12.261372	-11.836336	0
-12.336025	-11.475210	0
-11.583918	-11.211998	0
-11.630319	-11.263206	0
-12.263475	-11.059163	0
-11.097714	-11.213116	0
-12.135639	-12.414111	0
-11.596896	-11.888432	0
-12.218620	-10.766527	0
-11.846905	-10.766527	0
-11.914430	-11.974130	0
-13.019333	-12.193184	0
-11.614005	-12.327596	0
-11.697323	-12.030508	0
-11.734269	-12.178102	0
-11.976258	-12.344162	0
-12.050785	-12.337916	0
-11.992195	-11.973167	0
-11.923771	-12.064453	0
-11.399241	-11.448492	0
-11.820389	-11.160662	0
-13.162377	-11.950140	1
-10.119485	-10.628327	0
-11.477657	-11.447487	0
-12.225455	-11.516117	0
-10.831805	-10.628327	0
-12.136157	-12.457253	0
-12.044105	-12.491235	0
-11.694438	-11.950140	0
-11.655989	-12.367783	0
-12.047849	-12.105264	0
-11.992350	-11.731362	0
-12.119714	-12.027706	0
-11.372531	-11.924914	0
-11.638802	-11.801281	0
-11.020930	-12.332474	0
-13.395054	-12.332474	0
-12.053026	-12.022391	0
-12.967706	-11.060489	0
-12.590919	-12.984017	0
-12.712600	-12.039451	1
-12.958696	-12.528773	0
-12.363576	-12.141496	0
-12.139897	-12.362905	0
-11.874073	-11.750286	0
-11.857223	-12.126291	0
-12.496107	-12.435853	0
-12.871571	-12.160582	0
-12.254125	-12.733983	0
-12.366129	-13.609354	0
-11.713104	-11.468866	0
-12.078533	-12.126291	0
-12.078793	-11.885402	0
-11.963226	-12.598843	1
-11.852465	-10.520304	0
-11.972700	-12.418482	0
-12.407755	-12.227448	0
-11.832955	-12.082778	0
-11.929972	-11.580888	0
-12.004216	-12.268314	0
-12.659314	-12.261047	0
-12.062176	-12.401565	0
-13.187546	-12.698736	0
-11.806928	-11.206573	0
-11.866276	-11.206573	0
-12.465181	-13.374448	0
-11.189489	-11.295863	0
-11.409977	-11.904722	0
-11.362982	-11.977751	0
-11.752560	-11.493498	0
-12.002540	-11.577605	0
-11.836075	-11.659616	0
-13.515858	-13.389956	0
-11.888646	-12.464653	0
-12.167154	-11.720958	0
-11.786842	-11.597729	0
-12.145837	-12.206275	0
-12.001684	-12.206275	0
-12.000529	-11.241493	0
-11.980296	-12.264561	0
-11.824895	-11.258734	0
-11.771962	-11.464758	0
-11.605323	-11.626201	0
-11.986726	-11.653945	0
-11.491179	-11.379643	0
-11.877474	-11.422678	0
-12.375209	-13.342213	0
-12.254578	-12.456194	0
-11.550189	-11.738111	0
-11.389734	-11.738111	0
-12.220168	-12.942139	0
-11.655327	-10.794725	1
-11.139931	-11.848831	0
-11.421003	-10.794725	0
-11.650303	-11.990642	0
-11.798939	-12.226556	0
-11.991810	-12.639509	0
-10.173600	-11.683388	1
-11.527572	-11.683388	0
-12.439385	-12.145329	0
-12.202457	-12.949939	0
-12.263480	-12.423845	0
-11.263245	-12.665962	0
-12.018358	-12.769247	0
-12.060708	-12.227358	1
-10.724941	-11.073974	0
-11.669579	-12.007476	0
-12.190760	-12.227358	0
-12.350930	-13.323179	1
-12.060998	-12.543570	0
-12.421849	-11.983138	0
-11.743356	-11.983138	0
-12.727134	-12.038497	0
-12.678160	-12.038497	0
-11.605063	-11.649938	0
-11.393288	-11.491282	0
-11.729867	-11.964369	0
-11.726565	-11.553278	0
-11.564393	-11.531965	0
-11.936980	-11.706988	0
-11.103078	-11.781053	0
-12.262177	-12.411610	0
-11.101104	-11.596842	0
-12.488256	-11.464952	0
-10.684978	-11.349902	0
-11.883136	-12.558753	0
-11.588177	-11.464952	0
-11.331244	-11.186658	0
-10.694172	-11.190386	1
-10.827990	-10.812298	0
-11.892120	-11.162411	0
-11.404681	-11.709788	0
-11.548744	-11.786619	0
-12.596870	-12.841578	1
-12.521533	-12.173257	0
-10.334661	-10.623319	1
-11.740633	-13.174744	0
-12.258940	-13.174744	1
-12.231817	-12.250965	0
-11.267555	-10.623319	1
-12.052539	-12.111255	1
-11.735041	-11.791058	0
-12.326478	-11.517641	0
-11.271522	-10.934533	0
-10.888515	-10.934533	0
-10.699361	-13.385962	0
-11.655819	-12.320529	0
-12.069347	-12.751071	0
-12.398926	-10.934533	0
-12.332024	-11.749672	0
-12.274778	-10.807637	0
-12.045690	-11.154237	0
-12.063872	-11.504830	0
-12.098731	-11.527708	0
-12.565986	-12.340602	0
-11.679585	-11.871119	0
-11.823805	-11.469224	0
-12.222091	-11.748215	0
-12.397028	-11.990560	1
-11.714181	-12.104301	0
-11.822500	-11.471998	0
-11.535938	-11.717756	0
-12.179670	-11.858977	1
-12.176402	-11.990560	0
-11.854069	-11.971029	0
-12.030587	-11.903037	0
-12.241047	-12.105075	0
-11.964007	-11.990560	1
-11.831687	-11.591284	0
-11.832799	-12.002988	0
-12.126406	-12.095344	0
-12.430744	-12.201834	0
-11.981254	-12.201834	0
-11.926517	-12.142448	0
-12.386257	-12.310483	0
-12.799191	-12.491156	0
-12.144781	-12.065965	0
-11.819280	-12.218962	0
-12.469447	-12.795723	0
-12.451664	-12.129918	0
-12.138614	-12.103354	0
-12.870277	-13.431379	1
-12.417787	-12.390379	0
-12.232331	-13.073198	0
-11.735593	-11.874105	0
-11.753740	-11.928246	0
-12.599617	-11.741426	0
-11.892415	-12.997431	0
-12.136270	-12.997431	0
-12.338833	-12.797382	0
-12.127563	-13.500334	0
-11.621728	-11.701337	0
-10.838917	-11.461126	0
-12.355066	-12.101247	0
-11.795534	-11.901950	0
-12.243328	-12.485218	0
-11.991605	-12.389193	0
-12.178218	-12.144226	0
-12.073073	-11.825001	0
-11.961278	-11.751354	0
-11.062976	-12.135608	0
-11.881622	-11.827175	0
-11.764922	-12.332340	0
-12.521228	-11.877019	0
-12.071081	-12.356791	0
-11.894506	-11.348769	0
-11.843843	-11.457391	0
-12.090453	-12.266520	0
-12.173389	-12.563356	0
-11.997408	-12.409018	0
-11.831788	-12.249075	0
-12.824650	-12.493151	0
-12.200215	-12.176808	0
-12.116070	-12.249075	0
-11.562783	-12.051470	0
-11.794802	-12.104246	0
-11.641507	-12.593440	0
-12.188481	-12.719422	0
-11.906673	-12.014755	0
-11.594562	-11.451251	0
-11.249378	-11.784510	0
-12.255603	-12.147624	0
-11.983090	-12.610155	0
-12.342147	-12.056675	0
-11.333825	-12.761311	0
-10.907624	-11.935689	0
-11.159450	-11.624905	1
-12.051945	-12.373657	0
-12.191956	-11.801682	0
-12.015961	-11.991611	0
-12.195020	-12.258458	0
-12.312943	-11.280727	0
-11.485881	-11.280727	1
-12.232818	-11.764831	0
-11.656733	-12.610338	0
-10.770298	-11.082822	0
-11.953471	-11.448106	0
-12.452703	-13.107719	0
-11.771910	-12.610338	0
-11.837651	-11.664440	0
-11.641758	-11.707849	0
-11.163533	-11.730911	0
-11.630203	-11.579260	0
-12.069153	-11.456135	0
-11.779051	-12.189644	0
-12.033792	-12.386550	0
-11.932097	-12.091825	0
-11.738558	-11.596488	0
-11.613530	-11.648708	0
-11.479657	-11.783994	0
-11.788485	-11.829361	0
-11.570332	-11.942747	0
-11.957875	-12.225844	0
-11.767446	-11.854117	0
-11.945341	-11.502641	0
-11.766101	-11.580998	0
-12.324825	-12.935726	0
-12.091457	-12.935726	0
-12.159444	-11.906775	0
-12.042843	-11.906775	0
-11.835786	-12.098705	0
-11.688774	-11.601393	0
-11.930762	-11.826783	0
-12.648536	-11.618541	0
-11.986510	-12.191978	0
-12.370371	-13.078647	0
-12.778325	-11.601393	0
-12.915023	-12.655375	0
-11.992606	-12.120429	0
-12.317820	-12.345160	0
-12.440498	-11.836743	0
-12.222738	-11.836743	0
-12.082628	-12.718349	0
-11.705082	-13.017511	0
-11.957401	-12.568691	0
-11.980862	-11.735491	0
-12.108786	-12.142257	0
-11.835863	-12.611589	0
-11.748472	-12.323638	0
-11.862450	-11.435040	0
-12.677856	-12.142257	0
-11.344923	-11.796211	0
-12.444314	-12.270523	0
-10.552822	-12.899265	0
-11.919469	-12.665442	0
-12.390946	-12.446714	0
-12.308972	-11.940288	0
-11.054662	-11.012489	0
-11.886992	-12.828985	0
-11.015982	-11.088533	0
-11.177835	-11.012489	0
-12.647594	-12.531830	0
-11.233991	-12.335389	0
-12.129130	-12.408275	0
-11.541750	-11.749565	0
-12.027390	-11.066514	0
-12.054861	-12.284278	0
-11.784212	-12.188825	0
-11.627687	-12.108362	0
-11.158940	-11.732533	0
-11.837620	-11.686273	0
-11.467121	-12.023179	0
-12.003114	-11.497491	0
-11.264750	-11.243080	0
-10.992783	-11.589324	0
-11.951310	-11.802019	0
-11.882691	-12.057080	0
-11.393009	-12.232723	0
-12.110399	-12.060081	0
-11.450637	-11.872312	0
-12.280409	-10.729048	0
-12.993905	-11.986502	0
-11.885605	-12.218427	0
